Class,Order,Family,Genus_Species,Total,Infected,Pool Size,Bacterium
arachnida,astigmata,Acaridae,Rhizoglyphus_robini,1,0,1,Cardinium
arachnida,astigmata,Acaridae,Rhizoglyphus_robini,1,0,1,Wolbachia
arachnida,astigmata,Acaridae,Tyrophagus_putrescentiae,1,0,1,Cardinium
arachnida,astigmata,Acaridae,Tyrophagus_putrescentiae,1,0,1,Wolbachia
arachnida,astigmata,Unid.,Unid_sp,1,1,1,Cardinium
arachnida,astigmata,Unid.,Unid_sp,1,0,1,Wolbachia
arachnida,holothyrida,Unid.,Unid_sp,1,0,1,Rickettsia
arachnida,ixodida,Argasidae,Argas_dewae,10,7,1,Rickettsia
arachnida,ixodida,Argasidae,Argas_persicus,29,0,1,Rickettsia
arachnida,ixodida,Argasidae,Argas_vespertilionis,5,3,1,Rickettsia
arachnida,ixodida,Argasidae,Carios_capensis,25,0,1,Rickettsia
arachnida,ixodida,Argasidae,Carios_capensis,24,7,1,Rickettsia
arachnida,ixodida,Argasidae,Carios_capensis,64,17,1,Rickettsia
arachnida,ixodida,Argasidae,Carios_kelleyi,31,28,1,Rickettsia
arachnida,ixodida,Argasidae,Carios_sawaii,9,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,183,128,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,184,116,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,21,9,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,475,198,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,391,216,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,704,315,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,151,56,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,38,18,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,121,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,60,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,19,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,29,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,72,33,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,50,20,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,76,37,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,48,19,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,54,18,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,74,50,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,104,57,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,69,36,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,60,40,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,62,23,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,59,13,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,42,7,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,15,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,41,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,79,36,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,37,22,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,22,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,16,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,100,16,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,100,84,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,100,60,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,100,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,55,26,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,21,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,104,67,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,115,82,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,14,8,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,82,32,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,1590,1076,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,21,19,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,30,29,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,9,9,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,2,2,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,3,3,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,19,17,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,15,15,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,5,4,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,3,3,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,8,8,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,2,2,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,7,7,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,1,1,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,125,119,1,Wolbachia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,42,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,35,7,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,74,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,32,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,19,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,71,9,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,30,27,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_americanum,33,33,40,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,37,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,28,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,12,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,19,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,81,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_aureolatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_brasiliense,35,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,15,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,33,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,30,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,3,2,1,Cardinium
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,15,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,288,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_cajennense,26,1,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,8,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,8,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_calcaratum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_coelebs,13,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_compressum,12,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_dissimile,3,2,1,Cardinium
arachnida,ixodida,Ixodidae,Amblyomma_dubitatum,3,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_dubitatum,4,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_dubitatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_dubitatum,9,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_dubitatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_dubitatum,26,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_fimbriatum,2,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_fimbriatum,3,1,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_fimbriatum,15,8,2,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_fimbriatum,148,48,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_humerale,6,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_incisum,388,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_incisum,101,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_javanense,54,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_lepidum,118,12,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_limbatum,3,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_limbatum,1,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,4,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,1,2,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,3,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,2,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_longirostre,8,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,5,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,0,2,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,4,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,0,5,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,2,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,8,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,3,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,23,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,257,49,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,403,75,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,38,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,4,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,496,202,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,3,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,27,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,9,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,92,25,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,8,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_maculatum,62,28,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_moreliae,11,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_naponense,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_neumanni,55,15,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_nodosum,13,4,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_nodosum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_oblongoguttatum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,35,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,34,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,5,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,38,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,50,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,93,12,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_ovale,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_parkeri,4,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_parvum,198,186,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_pseudoconcolor,11,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_rotundatum,37,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_sp.,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_sp.,3,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_sp.,106,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_sp.,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_sp.,1,0,3,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,24,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tigrinum,41,23,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,24,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,9,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,12,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,7,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,3,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,43,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_triste,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tuberculatum,10,10,20,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tuberculatum,20,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_tuberculatum,68,48,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_variegatum,46,11,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_variegatum,95,39,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_variegatum,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_variegatum,85,74,1,Rickettsia
arachnida,ixodida,Ixodidae,Amblyomma_variegatum,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Anocentor_nitens,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Bothriocroton_auruginans,10,7,1,Rickettsia
arachnida,ixodida,Ixodidae,Bothriocroton_concolor,4,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Bothriocroton_concolor,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_albipictus,33,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_albipictus,32,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_albipictus,6,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,100,72,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,61,37,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,101,97,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,17,15,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,35,30,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,14,13,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,61,22,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,18,17,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_andersoni,101,84,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_atrosignatus,3,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_atrosignatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_auratus,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_auratus,80,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_compactus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,38,14,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,13,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,3,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,1,1,5,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,1,1,6,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,61,0,1,Wolbachia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,110,32,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,84,82,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,26,5,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,37,14,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,15,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,25,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,25,0,1,Wolbachia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,98,58,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,89,25,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,40,24,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,112,38,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,11,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,7,3,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,18,6,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_marginatus,272,88,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_nitens,42,13,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_nitens,5,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_nutallii,101,16,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,61,26,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,4,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,47,17,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,102,26,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,1,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,9,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,27,10,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,1,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,2,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,3,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,4,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,17,2,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,2,0,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,4,1,1,Rickettsia
arachnida,ixodida,Ixodidae,Dermacentor_reticulatus,8,2,1,Rickettsia
